"Customer_ID;""Order_ID"";""Product_Name"";""Category"";""Order_Date"";""Quantity"";""Price"";""Discount"";""Sales"";""Profit"";""Region"""
"CUST-0067;""ORD-000067"";""Eggs"";""Groceries"";""2020-05-28"";8;257.72;0.13;1793.73;358.75;""North"""
"CUST-0068;""ORD-000068"";""Non-fiction Book"";""Books"";""2020-02-10"";7;231.26;0.07;1505.5;301.1;""East"""
"CUST-0069;""ORD-000069"";""Bread"";""Groceries"";""2020-04-29"";7;367.51;0.09;2341.04;468.21;""East"""
"CUST-0070;""ORD-000070"";""Jacket"";""Clothing"";""2020-02-21"";3;346.54;0.14;894.07;178.81;""North"""
"CUST-0071;""ORD-000071"";""Laptop"";""Electronics"";""2020-07-13"";7;57.32;0.22;312.97;62.59;""South"""
"CUST-0072;""ORD-000072"";""Fiction Book"";""Books"";""2020-05-22"";10;478.75;0.17;3973.62;794.72;""North"""
"CUST-0073;""ORD-000073"";""Eggs"";""Groceries"";""2020-08-20"";7;435.37;0.22;2377.12;475.42;""East"""
"CUST-0074;""ORD-000074"";""Magazine"";""Books"";""2020-11-21"";6;60.76;0.15;309.88;61.98;""South"""
"CUST-0075;""ORD-000075"";""Milk"";""Groceries"";""2020-07-05"";2;181.56;0.17;301.39;60.28;""North"""
"CUST-0076;""ORD-000076"";""Jeans"";""Clothing"";""2020-03-24"";7;424.13;0.29;2107.93;421.59;""North"""
"CUST-0077;""ORD-000077"";""Magazine"";""Books"";""2020-07-08"";1;98.4;0.21;77.74;15.55;""East"""
"CUST-0078;""ORD-000078"";""Jacket"";""Clothing"";""2020-06-30"";1;98.89;0.04;94.93;18.99;""West"""
"CUST-0079;""ORD-000079"";""Smartphone"";""Electronics"";""2020-04-17"";1;54.96;0.16;46.17;9.23;""West"""
"CUST-0080;""ORD-000080"";""Bread"";""Groceries"";""2020-12-09"";6;87.13;0.09;475.73;95.15;""East"""
"CUST-0081;""ORD-000081"";""Fiction Book"";""Books"";""2020-05-16"";1;86.23;0.23;66.4;13.28;""North"""
"CUST-0082;""ORD-000082"";""Tablet"";""Electronics"";""2020-12-25"";8;334.35;0.15;2273.58;454.72;""West"""
"CUST-0083;""ORD-000083"";""Eggs"";""Groceries"";""2020-12-15"";4;379.92;0.03;1474.09;294.82;""West"""
"CUST-0084;""ORD-000084"";""Tablet"";""Electronics"";""2020-11-27"";10;248.45;0.2;1987.6;397.52;""North"""
"CUST-0085;""ORD-000085"";""Wardrobe"";""Furniture"";""2020-02-06"";10;36.84;0.06;346.3;69.26;""South"""
"CUST-0086;""ORD-000086"";""Sofa"";""Furniture"";""2020-11-07"";5;170.78;0.0;853.9;170.78;""West"""
"CUST-0087;""ORD-000087"";""Table"";""Furniture"";""2020-11-21"";7;270.97;0.07;1764.01;352.8;""East"""
"CUST-0088;""ORD-000088"";""Headphones"";""Electronics"";""2020-03-28"";1;223.75;0.14;192.42;38.48;""North"""
"CUST-0089;""ORD-000089"";""Sweater"";""Clothing"";""2020-09-30"";10;208.17;0.19;1686.18;337.24;""East"""
"CUST-0090;""ORD-000090"";""Headphones"";""Electronics"";""2020-05-05"";1;483.44;0.05;459.27;91.85;""West"""
"CUST-0091;""ORD-000091"";""T-shirt"";""Clothing"";""2020-03-24"";7;423.8;0.07;2758.94;551.79;""West"""
"CUST-0092;""ORD-000092"";""Fiction Book"";""Books"";""2020-08-24"";7;436.56;0.22;2383.62;476.72;""South"""
"CUST-0093;""ORD-000093"";""Jeans"";""Clothing"";""2020-07-13"";2;260.14;0.03;504.67;100.93;""South"""
"CUST-0094;""ORD-000094"";""Jacket"";""Clothing"";""2020-05-18"";3;125.77;0.04;362.22;72.44;""South"""
"CUST-0095;""ORD-000095"";""Table"";""Furniture"";""2020-11-23"";2;96.8;0.23;149.07;29.81;""West"""
"CUST-0096;""ORD-000096"";""Bread"";""Groceries"";""2020-12-18"";10;325.07;0.3;2275.49;455.1;""East"""
"CUST-0097;""ORD-000097"";""Jeans"";""Clothing"";""2020-10-12"";8;43.46;0.13;302.48;60.5;""East"""
"CUST-0098;""ORD-000098"";""T-shirt"";""Clothing"";""2020-04-22"";6;258.6;0.09;1411.96;282.39;""West"""
"CUST-0099;""ORD-000099"";""Laptop"";""Electronics"";""2020-12-16"";6;417.53;0.02;2455.08;491.02;""North"""
"CUST-0100;""ORD-000100"";""Textbook"";""Books"";""2020-06-15"";8;294.36;0.29;1671.96;334.39;""North"""
"CUST-0101;""ORD-000101"";""Milk"";""Groceries"";""2020-01-29"";6;306.45;0.15;1562.89;312.58;""North"""
"CUST-0102;""ORD-000102"";""Rice"";""Groceries"";""2020-04-27"";6;491.37;0.03;2859.77;571.95;""South"""
"CUST-0103;""ORD-000103"";""Smartphone"";""Electronics"";""2020-01-17"";8;495.58;0.16;3330.3;666.06;""South"""
"CUST-0104;""ORD-000104"";""Jacket"";""Clothing"";""2020-06-10"";5;199.83;0.23;769.35;153.87;""North"""
"CUST-0105;""ORD-000105"";""T-shirt"";""Clothing"";""2020-07-24"";6;56.31;0.2;270.29;54.06;""East"""
"CUST-0106;""ORD-000106"";""Jeans"";""Clothing"";""2020-05-17"";6;49.94;0.2;239.71;47.94;""East"""
"CUST-0107;""ORD-000107"";""Sweater"";""Clothing"";""2020-02-03"";3;301.57;0.28;651.39;130.28;""East"""
"CUST-0108;""ORD-000108"";""Textbook"";""Books"";""2020-04-18"";6;408.46;0.2;1960.61;392.12;""North"""
"CUST-0109;""ORD-000109"";""Eggs"";""Groceries"";""2020-10-17"";1;187.67;0.05;178.29;35.66;""South"""
"CUST-0110;""ORD-000110"";""Sweater"";""Clothing"";""2020-06-10"";4;121.01;0.04;464.68;92.94;""North"""
"CUST-0111;""ORD-000111"";""T-shirt"";""Clothing"";""2020-04-18"";9;387.73;0.25;2617.18;523.44;""North"""
"CUST-0112;""ORD-000112"";""Jeans"";""Clothing"";""2020-12-01"";10;194.59;0.05;1848.61;369.72;""South"""
"CUST-0113;""ORD-000113"";""Rice"";""Groceries"";""2020-09-12"";7;188.51;0.22;1029.26;205.85;""West"""
"CUST-0114;""ORD-000114"";""Magazine"";""Books"";""2020-07-21"";8;124.66;0.07;927.47;185.49;""West"""
"CUST-0115;""ORD-000115"";""Sofa"";""Furniture"";""2020-11-25"";10;492.38;0.14;4234.47;846.89;""East"""
"CUST-0116;""ORD-000116"";""Bread"";""Groceries"";""2020-08-22"";3;410.28;0.24;935.44;187.09;""South"""
"CUST-0117;""ORD-000117"";""T-shirt"";""Clothing"";""2020-03-14"";8;438.32;0.17;2910.44;582.09;""North"""
"CUST-0118;""ORD-000118"";""Fiction Book"";""Books"";""2020-05-15"";5;51.1;0.05;242.72;48.54;""West"""
"CUST-0119;""ORD-000119"";""Non-fiction Book"";""Books"";""2020-03-12"";7;54.94;0.27;280.74;56.15;""West"""
"CUST-0120;""ORD-000120"";""T-shirt"";""Clothing"";""2020-05-06"";7;36.1;0.15;214.8;42.96;""South"""
"CUST-0121;""ORD-000121"";""Rice"";""Groceries"";""2020-10-14"";6;120.02;0.1;648.11;129.62;""North"""
"CUST-0122;""ORD-000122"";""Jeans"";""Clothing"";""2020-10-02"";3;28.77;0.28;62.14;12.43;""West"""
"CUST-0123;""ORD-000123"";""Wardrobe"";""Furniture"";""2020-05-14"";8;311.52;0.27;1819.28;363.86;""North"""
"CUST-0124;""ORD-000124"";""Jeans"";""Clothing"";""2020-10-26"";3;278.91;0.22;652.65;130.53;""West"""
"CUST-0125;""ORD-000125"";""Tablet"";""Electronics"";""2020-08-07"";4;157.56;0.01;623.94;124.79;""West"""
"CUST-0126;""ORD-000126"";""Textbook"";""Books"";""2020-10-25"";2;64.32;0.27;93.91;18.78;""North"""
"CUST-0127;""ORD-000127"";""Non-fiction Book"";""Books"";""2020-07-23"";3;152.72;0.0;458.16;91.63;""East"""
"CUST-0128;""ORD-000128"";""Wardrobe"";""Furniture"";""2020-07-04"";3;335.54;0.03;976.42;195.28;""East"""
"CUST-0129;""ORD-000129"";""Laptop"";""Electronics"";""2020-04-22"";7;437.93;0.01;3034.85;606.97;""West"""
"CUST-0130;""ORD-000130"";""Jacket"";""Clothing"";""2020-03-11"";1;184.98;0.02;181.28;36.26;""South"""
"CUST-0131;""ORD-000131"";""Tablet"";""Electronics"";""2020-09-17"";3;31.72;0.16;79.93;15.99;""South"""
"CUST-0132;""ORD-000132"";""Bread"";""Groceries"";""2020-09-09"";3;407.63;0.02;1198.43;239.69;""West"""
"CUST-0133;""ORD-000133"";""Tablet"";""Electronics"";""2020-02-16"";4;31.47;0.06;118.33;23.67;""North"""
"CUST-0134;""ORD-000134"";""Jacket"";""Clothing"";""2020-01-25"";9;205.13;0.24;1403.09;280.62;""West"""
"CUST-0135;""ORD-000135"";""T-shirt"";""Clothing"";""2020-02-26"";4;150.19;0.26;444.56;88.91;""North"""
"CUST-0136;""ORD-000136"";""Jacket"";""Clothing"";""2020-03-19"";2;401.68;0.13;698.92;139.78;""West"""
"CUST-0137;""ORD-000137"";""Bread"";""Groceries"";""2020-11-17"";6;487.12;0.15;2484.31;496.86;""West"""
"CUST-0138;""ORD-000138"";""Jacket"";""Clothing"";""2020-03-22"";2;366.27;0.02;717.89;143.58;""South"""
"CUST-0139;""ORD-000139"";""Magazine"";""Books"";""2020-12-14"";6;60.27;0.1;325.46;65.09;""East"""
"CUST-0140;""ORD-000140"";""Sweater"";""Clothing"";""2020-08-04"";10;361.65;0.05;3435.67;687.13;""West"""
"CUST-0141;""ORD-000141"";""Sweater"";""Clothing"";""2020-11-01"";1;366.14;0.27;267.28;53.46;""West"""
"CUST-0142;""ORD-000142"";""T-shirt"";""Clothing"";""2020-02-02"";2;338.88;0.12;596.43;119.29;""South"""
"CUST-0143;""ORD-000143"";""Smartphone"";""Electronics"";""2020-07-16"";10;342.26;0.13;2977.66;595.53;""South"""
"CUST-0144;""ORD-000144"";""Smartphone"";""Electronics"";""2020-07-14"";6;187.45;0.28;809.78;161.96;""North"""
"CUST-0145;""ORD-000145"";""Non-fiction Book"";""Books"";""2020-11-01"";8;474.92;0.11;3381.43;676.29;""North"""
"CUST-0146;""ORD-000146"";""Non-fiction Book"";""Books"";""2020-08-27"";9;189.81;0.09;1554.54;310.91;""East"""
"CUST-0147;""ORD-000147"";""Chair"";""Furniture"";""2020-09-27"";1;370.48;0.15;314.91;62.98;""West"""
"CUST-0148;""ORD-000148"";""Fiction Book"";""Books"";""2020-05-08"";5;389.73;0.21;1539.43;307.89;""South"""
"CUST-0149;""ORD-000149"";""Magazine"";""Books"";""2020-10-10"";8;108.09;0.04;830.13;166.03;""North"""
"CUST-0150;""ORD-000150"";""Milk"";""Groceries"";""2020-01-06"";8;498.66;0.24;3031.85;606.37;""East"""
"CUST-0151;""ORD-000151"";""T-shirt"";""Clothing"";""2020-12-14"";9;275.66;0.27;1811.09;362.22;""South"""
"CUST-0152;""ORD-000152"";""Sofa"";""Furniture"";""2020-02-28"";9;119.88;0.3;755.24;151.05;""South"""
"CUST-0153;""ORD-000153"";""Wardrobe"";""Furniture"";""2020-12-15"";1;186.84;0.17;155.08;31.02;""West"""
"CUST-0154;""ORD-000154"";""Non-fiction Book"";""Books"";""2020-10-01"";10;443.28;0.02;4344.14;868.83;""West"""
"CUST-0155;""ORD-000155"";""Bread"";""Groceries"";""2020-05-16"";7;413.44;0.02;2836.2;567.24;""East"""
"CUST-0156;""ORD-000156"";""Headphones"";""Electronics"";""2020-11-24"";8;343.25;0.1;2471.4;494.28;""South"""
"CUST-0157;""ORD-000157"";""Wardrobe"";""Furniture"";""2020-06-23"";9;456.25;0.02;4024.12;804.82;""North"""
"CUST-0158;""ORD-000158"";""Non-fiction Book"";""Books"";""2020-02-27"";5;90.68;0.1;408.06;81.61;""South"""
"CUST-0159;""ORD-000159"";""Jacket"";""Clothing"";""2020-05-30"";2;132.8;0.19;215.14;43.03;""East"""
"CUST-0160;""ORD-000160"";""Sofa"";""Furniture"";""2020-08-10"";10;271.4;0.15;2306.9;461.38;""South"""
"CUST-0161;""ORD-000161"";""Non-fiction Book"";""Books"";""2020-03-21"";3;332.78;0.22;778.71;155.74;""East"""
"CUST-0162;""ORD-000162"";""Fiction Book"";""Books"";""2020-08-20"";1;49.8;0.28;35.86;7.17;""East"""
"CUST-0163;""ORD-000163"";""Wardrobe"";""Furniture"";""2020-01-02"";10;323.11;0.15;2746.44;549.29;""East"""
"CUST-0164;""ORD-000164"";""Sweater"";""Clothing"";""2020-05-14"";4;404.3;0.21;1277.59;255.52;""East"""
"CUST-0165;""ORD-000165"";""Rice"";""Groceries"";""2020-09-13"";1;87.46;0.12;76.96;15.39;""West"""
"CUST-0166;""ORD-000166"";""Sofa"";""Furniture"";""2020-04-01"";10;80.4;0.26;594.96;118.99;""East"""
"CUST-0167;""ORD-000167"";""Sweater"";""Clothing"";""2020-09-16"";3;382.73;0.15;975.96;195.19;""North"""
"CUST-0168;""ORD-000168"";""Jeans"";""Clothing"";""2020-02-24"";8;70.04;0.13;487.48;97.5;""South"""
"CUST-0169;""ORD-000169"";""Laptop"";""Electronics"";""2020-11-16"";5;473.24;0.26;1750.99;350.2;""West"""
"CUST-0170;""ORD-000170"";""Table"";""Furniture"";""2020-06-01"";6;467.54;0.22;2188.09;437.62;""South"""
"CUST-0171;""ORD-000171"";""Wardrobe"";""Furniture"";""2020-11-23"";9;238.74;0.26;1590.01;318.0;""West"""
"CUST-0172;""ORD-000172"";""Laptop"";""Electronics"";""2020-09-16"";7;257.67;0.29;1280.62;256.12;""South"""
"CUST-0173;""ORD-000173"";""Magazine"";""Books"";""2020-11-07"";1;34.76;0.15;29.55;5.91;""West"""
"CUST-0174;""ORD-000174"";""T-shirt"";""Clothing"";""2020-04-11"";2;221.15;0.26;327.3;65.46;""East"""
"CUST-0175;""ORD-000175"";""Eggs"";""Groceries"";""2020-03-19"";1;206.28;0.17;171.21;34.24;""South"""
"CUST-0176;""ORD-000176"";""Jacket"";""Clothing"";""2020-07-10"";2;199.31;0.14;342.81;68.56;""East"""
"CUST-0177;""ORD-000177"";""Fiction Book"";""Books"";""2020-03-23"";3;487.79;0.12;1287.77;257.55;""East"""
"CUST-0178;""ORD-000178"";""Magazine"";""Books"";""2020-10-03"";3;107.54;0.15;274.23;54.85;""North"""
"CUST-0179;""ORD-000179"";""Laptop"";""Electronics"";""2020-09-28"";3;359.66;0.24;820.02;164.0;""West"""
"CUST-0180;""ORD-000180"";""Table"";""Furniture"";""2020-01-01"";6;466.37;0.1;2518.4;503.68;""West"""
"CUST-0181;""ORD-000181"";""Magazine"";""Books"";""2020-11-02"";10;174.82;0.25;1311.15;262.23;""West"""
"CUST-0182;""ORD-000182"";""Magazine"";""Books"";""2020-06-14"";8;409.72;0.11;2917.21;583.44;""North"""
"CUST-0183;""ORD-000183"";""Eggs"";""Groceries"";""2020-09-07"";1;302.49;0.08;278.29;55.66;""South"""
"CUST-0184;""ORD-000184"";""Headphones"";""Electronics"";""2020-01-10"";3;266.87;0.22;624.48;124.9;""West"""
"CUST-0185;""ORD-000185"";""Table"";""Furniture"";""2020-02-27"";1;290.56;0.21;229.54;45.91;""South"""
"CUST-0186;""ORD-000186"";""Headphones"";""Electronics"";""2020-07-04"";6;215.2;0.12;1136.26;227.25;""South"""
"CUST-0187;""ORD-000187"";""Bread"";""Groceries"";""2020-06-06"";1;355.83;0.16;298.9;59.78;""East"""
"CUST-0188;""ORD-000188"";""Bread"";""Groceries"";""2020-05-02"";6;478.78;0.14;2470.5;494.1;""East"""
"CUST-0189;""ORD-000189"";""Magazine"";""Books"";""2020-01-30"";5;308.94;0.06;1452.02;290.4;""South"""
"CUST-0190;""ORD-000190"";""Jacket"";""Clothing"";""2020-05-03"";4;471.33;0.29;1338.58;267.72;""East"""
"CUST-0191;""ORD-000191"";""Wardrobe"";""Furniture"";""2020-10-17"";6;245.1;0.17;1220.6;244.12;""East"""
"CUST-0192;""ORD-000192"";""T-shirt"";""Clothing"";""2020-02-10"";10;341.54;0.11;3039.71;607.94;""West"""
"CUST-0193;""ORD-000193"";""Jeans"";""Clothing"";""2020-02-13"";5;30.61;0.29;108.67;21.73;""North"""
"CUST-0194;""ORD-000194"";""Sweater"";""Clothing"";""2020-09-05"";5;376.2;0.06;1768.14;353.63;""East"""
"CUST-0195;""ORD-000195"";""Magazine"";""Books"";""2020-02-05"";3;63.52;0.22;148.64;29.73;""South"""
"CUST-0196;""ORD-000196"";""Chair"";""Furniture"";""2020-09-29"";9;120.58;0.07;1009.25;201.85;""North"""
"CUST-0197;""ORD-000197"";""Eggs"";""Groceries"";""2020-03-05"";8;59.27;0.23;365.1;73.02;""North"""
"CUST-0198;""ORD-000198"";""Non-fiction Book"";""Books"";""2020-03-06"";7;329.92;0.26;1708.99;341.8;""West"""
"CUST-0199;""ORD-000199"";""Milk"";""Groceries"";""2020-12-03"";5;167.37;0.19;677.85;135.57;""North"""
"CUST-0200;""ORD-000200"";""Non-fiction Book"";""Books"";""2020-08-31"";9;371.96;0.26;2477.25;495.45;""North"""
"CUST-0201;""ORD-000201"";""Wardrobe"";""Furniture"";""2020-10-08"";3;467.62;0.01;1388.83;277.77;""West"""
"CUST-0202;""ORD-000202"";""Milk"";""Groceries"";""2020-03-25"";5;439.6;0.0;2198.0;439.6;""North"""
"CUST-0203;""ORD-000203"";""Jacket"";""Clothing"";""2020-05-15"";8;494.66;0.16;3324.12;664.82;""West"""
"CUST-0204;""ORD-000204"";""Wardrobe"";""Furniture"";""2020-09-27"";5;104.48;0.03;506.73;101.35;""South"""
"CUST-0205;""ORD-000205"";""Eggs"";""Groceries"";""2020-11-06"";3;16.9;0.1;45.63;9.13;""East"""
"CUST-0206;""ORD-000206"";""Non-fiction Book"";""Books"";""2020-08-04"";3;309.37;0.19;751.77;150.35;""West"""
"CUST-0207;""ORD-000207"";""Eggs"";""Groceries"";""2020-04-18"";2;206.41;0.03;400.44;80.09;""South"""
"CUST-0208;""ORD-000208"";""Eggs"";""Groceries"";""2020-10-03"";4;13.35;0.12;46.99;9.4;""West"""
"CUST-0209;""ORD-000209"";""Jacket"";""Clothing"";""2020-12-19"";5;295.41;0.17;1225.95;245.19;""East"""
"CUST-0210;""ORD-000210"";""Jeans"";""Clothing"";""2020-04-12"";1;337.22;0.14;290.01;58.0;""South"""
"CUST-0211;""ORD-000211"";""Eggs"";""Groceries"";""2020-12-31"";2;322.97;0.28;465.08;93.02;""East"""
"CUST-0212;""ORD-000212"";""Non-fiction Book"";""Books"";""2020-06-08"";4;479.11;0.14;1648.14;329.63;""West"""
"CUST-0213;""ORD-000213"";""Magazine"";""Books"";""2020-07-23"";7;353.95;0.27;1808.68;361.74;""South"""
"CUST-0214;""ORD-000214"";""Chair"";""Furniture"";""2020-12-09"";9;228.91;0.21;1627.55;325.51;""North"""
"CUST-0215;""ORD-000215"";""Fiction Book"";""Books"";""2020-11-28"";1;416.1;0.27;303.75;60.75;""South"""
"CUST-0216;""ORD-000216"";""Non-fiction Book"";""Books"";""2020-07-10"";3;170.78;0.16;430.37;86.07;""North"""
"CUST-0217;""ORD-000217"";""Wardrobe"";""Furniture"";""2020-08-12"";2;450.46;0.13;783.8;156.76;""North"""
"CUST-0218;""ORD-000218"";""Milk"";""Groceries"";""2020-09-21"";9;213.56;0.17;1595.29;319.06;""West"""
